ubb.dissertation.kafka_consumer.config.KafkaConfig$$SpringCGLIB$$0.CGLIB$STATICHOOK1,0.0000
ubb.dissertation.kafka_consumer.KafkaConsumerApplication.main,2.7663
ubb.dissertation.kafka_consumer.config.KafkaConfig.kafkaListenerContainerFactory,0.0000
ubb.dissertation.kafka_consumer.consumer.KafkaMessageConsumer.<init>,0.0000
ubb.dissertation.kafka_consumer.consumer.KafkaMessageConsumer$$Lambda$851/0x0000011f21437838.run,0.0616
